longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income
-117.04,32.67,14,3464,683,2139,734,4.0668
-117.04,32.69,9,3417,860,2521,828,3.02
-117.04,32.68,9,3087,609,1530,556,3.775
-117.04,32.68,11,1875,357,1014,386,4.375
-117.01,32.7,7,2327,490,1304,445,3.3553
-117.02,32.69,7,6055,1004,3031,952,4.436
-117.03,32.69,5,3201,532,2061,536,5.0829
-117.03,32.69,10,901,163,698,167,4.6648
-117.03,32.69,8,2460,397,1784,390,4.5662
-117.09,32.71,12,3375,945,2357,808,1.5
-117.09,32.7,15,869,217,887,216,1.4583
-117.09,32.7,22,2409,582,1887,578,1.4089
-117.09,32.69,18,1645,430,1221,410,1.3269
-117.09,32.69,20,1102,205,852,217,3.1833
-117.1,32.69,11,3071,911,2812,774,1.2413
-117.1,32.7,28,633,137,525,170,3.6042
-117.1,32.7,42,2002,488,1505,464,1.5057
-117.1,32.71,9,1931,472,1628,445,2.085
-117.09,32.73,26,3114,686,1948,660,2.8942
-117.1,32.72,5,1615,387,1094,394,2.2024
-117.09,32.72,39,1273,246,770,242,2.0938
-117.09,32.72,33,1096,240,716,224,1.6944
-117.09,32.73,28,3109,594,1559,589,3.5789
-117.09,32.71,29,2238,523,2061,504,2.5559
-117.1,32.71,29,3422,713,2775,644,1.7075
-117.1,32.71,25,939,247,1003,240,1.75
-117.11,32.72,25,1491,348,1183,316,1.9583
-117.11,32.71,30,1729,457,1673,460,1.7
-117.11,32.7,34,2028,522,1797,464,1.7402
-117.11,32.7,37,2045,502,1920,472,1.8125
-117.11,32.7,33,1980,488,1626,428,1.4856
-117.12,32.7,14,819,237,827,237,1.3194
-117.12,32.7,36,1011,253,763,226,1.8187
-117.11,32.71,29,1040,291,1054,297,1.1818
-117.1,32.69,37,1269,340,1369,302,2.2102
-117.1,32.69,35,1292,272,1183,272,2.0547
-117.11,32.69,36,1421,367,1418,355,1.9425
-117.11,32.69,34,1144,295,1271,302,2.09
-117.11,32.69,37,2395,627,2489,599,1.5933
-117.11,32.69,39,395,159,620,162,2.725
-117.12,32.69,46,200,77,180,65,1.0658
-117.12,32.69,37,1082,294,1146,265,2.0673
-117.12,32.7,38,818,217,953,231,1.0531
-117.12,32.7,37,1361,348,1398,328,1.1681
-117.13,32.69,36,1469,400,1271,340,1.043
-117.13,32.7,48,786,230,917,231,1.875
-117.13,32.7,42,1210,292,945,258,0.8991
-117.13,32.7,38,1445,392,1286,357,1.4632
-117.13,32.7,35,1179,344,1372,330,1.9509
-117.12,32.71,33,1256,331,1315,321,1.9286
-117.13,32.71,38,993,246,760,205,1.1563
-117.13,32.71,42,1145,314,1114,307,1.2614
-117.13,32.71,44,1697,413,1396,363,1.5474
-117.13,32.72,32,2197,623,1784,599,1.901
-117.12,32.71,24,421,101,396,113,0.6433
-117.13,32.72,9,2436,720,1780,653,1.8299
-117.13,32.72,19,1341,435,1048,360,1.975
-117.12,32.72,36,6096,1285,3093,1229,3.37
-117.12,32.73,50,2307,424,887,356,3.5156
-117.12,32.73,52,3976,718,1750,769,3.4151
-117.13,32.74,46,3355,768,1457,708,2.6604
-117.13,32.73,52,1148,214,481,215,5.454
-117.13,32.73,52,2676,557,1181,537,3.6058
-117.13,32.74,50,1527,338,728,322,2.625
-117.13,32.73,43,2706,667,1531,614,2.1513
-117.13,32.72,43,2160,504,1221,452,2.4821
-117.13,32.72,52,1560,307,757,315,2.7083
-117.13,32.73,52,1911,415,777,412,2.2429
-117.14,32.72,42,1558,458,1227,407,2.2804
-117.13,32.72,17,1285,423,1208,409,1.758
-117.14,32.71,34,1694,455,1467,425,2.1164
-117.14,32.71,32,719,251,894,208,1.8456
-117.14,32.72,43,1073,344,660,279,2.0529
-117.14,32.72,45,1140,310,840,339,1.6156
-117.14,32.72,34,2533,862,2011,778,2.1199
-117.14,32.71,52,1225,332,955,321,1.6011
-117.14,32.71,52,979,314,975,297,1.2375
-117.14,32.71,52,800,313,1337,282,1.5594
-117.13,32.71,37,1220,325,1472,323,1.825
-117.13,32.71,35,614,180,691,164,1.6953
-117.14,32.71,43,966,255,857,208,1.2841
-117.14,32.71,39,1647,478,2176,479,1.7642
-117.14,32.7,32,1280,353,1335,330,1.6023
-117.13,32.7,35,365,98,463,112,2.5588
-117.14,32.7,43,1126,289,1132,294,2.1875
-117.14,32.7,40,1227,330,1199,316,1.2188
-117.14,32.7,36,633,148,557,139,1.5729
-117.14,32.7,48,510,180,545,132,1.8008
-117.14,32.7,44,658,218,869,212,1.9338
-117.14,32.7,47,552,161,593,174,0.9589
-117.15,32.7,50,475,172,483,120,1.3657
-117.15,32.71,52,402,183,557,172,1.3125
-117.15,32.7,52,458,148,1283,166,1.2863
-117.15,32.71,52,217,82,531,93,1.6607
-117.15,32.72,52,344,177,460,147,1.2292
-117.16,32.72,52,788,463,805,391,0.9142
-117.16,32.71,52,845,451,1230,375,1.0918
-117.16,32.71,5,2508,827,2066,761,1.3092
-117.17,32.71,7,2493,693,951,641,4.2375
-117.17,32.71,39,311,181,206,113,0.7685
-117.14,32.73,26,450,132,317,109,4
-117.16,32.72,24,1232,663,1184,626,1.0391
-117.16,32.73,52,1218,471,821,429,1.9597
-117.16,32.72,27,1245,471,653,451,1.2668
-117.17,32.73,52,408,143,313,143,1.815
-117.17,32.72,44,626,256,572,229,1.5909
-117.16,32.73,52,1682,617,873,534,2.0972
-117.16,32.73,52,1863,559,906,493,1.9203
-117.17,32.73,52,1578,487,879,446,2.4069
-117.16,32.74,49,1815,495,601,410,3.0571
-117.16,32.74,43,1437,406,692,379,3.1979
-117.17,32.74,39,3803,806,1567,775,3.7039
-117.17,32.74,38,5054,1168,2366,1103,2.9422
-117.17,32.73,52,55,18,65,22,1.6591
-117.2,32.76,40,581,157,298,156,2.4
-117.19,32.75,33,1115,316,583,269,2.5882
-117.18,32.74,20,1165,269,459,244,3.175
-117.19,32.75,52,25,5,13,5,0.536
-117.21,32.75,15,1716,702,914,672,1.0612
-117.21,32.74,45,3025,583,1980,550,2.2982
-117.21,32.75,27,2072,534,1118,510,2.8043
-117.22,32.75,24,3914,985,2147,874,2.9735
-117.22,32.75,26,696,185,384,184,2.6121
-117.23,32.75,23,2415,653,1275,596,3.1389
-117.22,32.75,26,617,112,251,110,3.8036
-117.23,32.75,11,4304,1245,1960,1105,3.3456
-117.21,32.74,52,1245,174,468,193,6.9322
-117.22,32.74,52,1283,173,436,190,7.4029
-117.22,32.74,52,1260,202,555,209,7.2758
-117.22,32.74,41,2621,542,1074,471,2.4016
-117.22,32.75,34,6001,1111,2654,1072,4.5878
-117.22,32.73,38,3966,768,1640,729,3.8409
-117.23,32.73,35,2914,683,1562,638,2.5259
-117.23,32.73,44,1168,263,509,256,2.7273
-117.23,32.72,43,952,209,392,210,2.1635
-117.23,32.74,44,1404,229,513,217,4.1806
-117.24,32.74,43,2216,375,918,388,5.5289
-117.24,32.73,37,2260,354,809,351,5.9113
-117.23,32.73,36,2052,287,699,265,7.5557
-117.23,32.72,38,2827,581,972,558,3.2361
-117.24,32.71,32,4164,701,1277,607,6.6661
-117.24,32.72,39,3089,431,1175,432,7.5925
-117.24,32.72,39,3819,594,1361,583,6.6013
-117.25,32.73,38,1840,291,633,283,4.9125
-117.25,32.72,36,2632,450,2038,419,6.5319
-117.25,32.72,33,1677,228,629,239,6.597
-117.25,32.73,37,2224,331,821,341,6.3331
-117.28,32.73,44,1934,325,783,316,4.8684
-117.28,32.74,33,4168,1112,1785,984,2.7515
-117.25,32.74,36,3548,956,1648,866,2.6962
-117.25,32.74,36,1830,430,755,419,2.9904
-117.25,32.74,40,2186,549,953,515,2.8007
-117.24,32.74,44,1686,285,712,298,4.0268
-117.24,32.74,44,1488,259,667,281,4.0862
-117.25,32.73,39,1688,256,635,272,4.5938
-117.23,32.75,21,2050,608,1131,550,2.4779
-117.23,32.74,16,735,139,299,134,4.6354
-117.23,32.74,16,1953,404,798,385,4.8167
-117.23,32.74,35,2615,525,1312,547,4.1339
-117.24,32.74,45,1718,293,757,329,4.05
-117.24,32.75,36,2831,669,1279,660,2.9896
-117.24,32.75,36,1856,475,822,416,2.3042
-117.24,32.75,41,1989,514,1015,489,2.79
-117.25,32.74,36,1240,310,577,319,2.6625
-117.25,32.75,32,3551,1037,1731,935,2.2017
-117.25,32.75,36,1929,526,974,491,1.7622
-117.24,32.75,33,1980,614,1057,567,2.2042
-117.25,32.75,37,1189,377,645,377,2.4672
-117.28,32.75,34,981,313,508,304,2.2328
-117.25,32.79,37,1467,442,651,354,2.375
-117.25,32.79,43,906,240,458,205,1.8365
-117.25,32.78,36,1527,427,710,312,2.7857
-117.25,32.78,21,1479,484,658,384,2.45
-117.28,32.77,38,1267,340,442,250,4.3403
-117.25,32.77,32,2021,524,973,485,3.18
-117.25,32.77,35,2494,690,1126,624,4.0313
-117.25,32.76,38,2331,493,836,433,4.9125
-117.22,32.78,22,2020,466,1010,429,3.4527
-117.23,32.79,23,2578,665,989,622,3.5484
-117.23,32.79,28,2453,648,1082,617,3.625
-117.23,32.78,35,1649,355,746,360,4.6293
-117.24,32.78,44,2172,431,892,420,4.1742
-117.24,32.79,17,1149,266,403,228,4.1652
-117.24,32.79,18,2539,616,964,526,3.4306
-117.24,32.79,20,961,278,525,254,3.1838
-117.24,32.79,25,2135,691,566,320,2.6902
-117.24,32.79,18,1741,602,508,283,3.2625
-117.21,32.8,19,786,282,525,229,1.7273
-117.22,32.8,23,1906,525,1029,491,2.93
-117.23,32.8,22,2981,873,1751,745,2.3482
-117.23,32.8,27,1297,355,776,337,2.4643
-117.23,32.81,28,1508,263,996,267,3.8026
-117.22,32.81,21,1703,335,902,369,3.7813
-117.25,32.8,37,1096,260,490,267,3.2663
-117.25,32.8,32,1601,468,731,429,2.5568
-117.25,32.8,30,2061,631,1007,577,2.5813
-117.25,32.8,31,2182,630,1069,599,2.9781
-117.25,32.79,27,848,300,455,298,3.0774
-117.25,32.79,25,1627,375,735,378,3.6429
-117.28,32.8,20,1838,540,615,325,3.5486
-117.23,32.8,21,2429,579,1011,538,3.225
-117.23,32.8,31,1403,388,724,371,2.6403
-117.23,32.8,28,3379,918,1849,849,3.0293
-117.24,32.8,26,3433,873,1492,798,2.9258
-117.24,32.8,28,1072,331,692,321,2.1357
-117.24,32.8,18,2205,661,874,580,3.8018
-117.24,32.8,19,1863,497,868,503,2.288
-117.24,32.8,30,1917,462,828,437,2.4671
-117.24,32.8,29,3376,882,1513,843,3.101
-117.25,32.81,32,2402,551,1020,532,3.3942
-117.25,32.8,35,2281,506,1005,496,4.2296
-117.25,32.8,26,2442,659,1134,624,3.3274
-117.26,32.81,25,2076,586,1060,554,2.8421
-117.26,32.81,30,1328,346,577,328,2.3284
-117.26,32.81,37,1616,421,650,395,2.92
-117.29,32.81,35,1878,308,598,257,6.9553
-117.26,32.8,30,1446,385,650,344,3.744
-117.24,32.81,33,1588,289,683,301,5.4103
-117.24,32.81,34,2420,391,917,392,6.5881
-117.25,32.81,39,1846,350,765,329,3.9187
-117.27,32.84,34,1655,450,870,411,3.2109
-117.28,32.84,41,1420,338,640,314,2.9306
-117.27,32.83,39,1877,426,805,409,3.875
-117.28,32.83,34,2392,653,933,619,3.7306
-117.31,32.83,38,2367,480,891,428,4.1477
-117.27,32.82,35,2908,595,1068,529,4.1793
-117.27,32.82,42,2820,488,1175,500,4.5083
-117.31,32.82,42,2785,389,833,333,11.3074
-117.27,32.85,34,2105,444,780,406,2.3187
-117.28,32.84,21,2455,660,1015,597,3.7596
-117.3,32.85,28,2334,694,770,552,3.1324
-117.23,32.81,24,3271,508,1496,482,5.9359
-117.23,32.81,22,3205,429,1083,410,8.1844
-117.24,32.82,20,2467,332,731,335,7.2559
-117.25,32.84,19,1759,214,659,195,10.7751
-117.26,32.85,30,3652,499,978,462,8.2374
-117.25,32.83,17,2075,262,704,241,10.9529
-117.27,32.84,26,3940,657,1180,600,6.1025
-117.23,32.88,18,5566,1465,6303,1458,1.858
-117.22,32.85,26,1647,261,694,259,4.6875
-117.22,32.84,19,2691,347,1154,366,8.051
-117.23,32.85,25,4229,601,1634,574,6.3955
-117.21,32.86,24,3596,494,1573,492,6.5382
-117.21,32.86,26,1352,202,654,217,5.3693
-117.21,32.85,15,2593,521,901,456,4.2065
-117.21,32.85,26,2012,315,872,335,5.4067
-117.24,32.83,18,3109,501,949,368,7.4351
-117.25,32.82,19,5255,762,1773,725,7.8013
-117.25,32.82,23,6139,826,2036,807,9.5245
-117.26,32.83,24,1663,199,578,187,10.7721
-117.26,32.82,34,5846,785,1817,747,8.496
-117.27,32.83,35,1420,193,469,177,8.0639
-117.29,32.92,25,2355,381,823,358,6.8322
-117.25,32.86,30,1670,219,606,202,12.4429
-117.25,32.86,25,2911,533,1137,499,5.1023
-117.25,32.86,27,2530,469,594,326,7.2821
-117.26,32.85,42,1761,329,480,255,5.3787
-117.24,32.85,18,3117,475,904,368,6.7587
-117.24,32.85,22,3479,448,1252,440,10.0707
-117.19,32.86,18,4231,728,2030,720,6.1805
-117.19,32.86,19,3716,563,1788,587,5.2113
-117.2,32.85,22,3501,631,1297,581,4.7891
-117.2,32.85,26,2298,549,980,555,2.4207
-117.19,32.85,15,2895,498,1164,443,5.102
-117.23,32.87,15,2290,662,1034,594,3.0104
-117.23,32.86,16,1675,354,604,332,5.2326
-117.23,32.86,15,1199,301,510,296,3.6083
-117.23,32.86,15,1703,320,587,282,5.0855
-117.23,32.86,16,1200,468,648,443,3.045
-117.23,32.87,11,3123,740,1223,634,5.417
-117.21,32.86,16,2800,566,1267,518,3.2794
-117.22,32.87,14,3512,807,1835,792,3.35
-117.22,32.86,4,16289,4585,7604,4176,3.6287
-117.22,32.87,5,3511,1008,1599,918,3.8542
-117.21,32.89,14,3114,773,1592,776,3.3176
-117.2,32.86,4,4308,1095,1923,932,3.9356
-117.21,32.87,12,1428,303,528,269,4.1429
-117.15,32.91,15,1613,303,702,240,4.875
-117.15,32.91,14,1259,238,889,247,4.9464
-117.16,32.91,5,1619,272,1063,296,6.0891
-117.15,32.91,10,2349,431,1598,435,4.8229
-117.15,32.9,12,1681,381,1050,362,4.2008
-117.16,32.89,5,8576,1952,5006,1827,4.3598
-117.12,32.91,8,3405,961,1742,918,2.8728
-117.13,32.91,15,1450,266,747,290,3.6111
-117.13,32.91,16,3230,579,1825,576,4.2969
-117.13,32.91,16,2715,581,1619,584,4
-117.14,32.91,14,3014,710,2165,705,3.7837
-117.13,32.9,15,2785,644,1798,630,3.7156
-117.12,32.9,14,3249,937,1929,838,2.8588
-117.12,32.9,13,1743,363,854,353,4.6667
-117.13,32.92,16,2173,399,1460,393,4.2614
-117.13,32.92,17,1481,315,1002,300,3.6196
-117.14,32.92,7,1308,418,766,390,3.2151
-117.14,32.92,6,3069,750,1541,736,3.814
-117.14,32.92,15,3242,595,1936,593,4.9706
-117.13,32.92,16,1580,241,917,261,4.7266
-117.13,32.92,16,1565,257,893,239,5.5036
-117.13,32.94,15,4846,825,2797,823,4.9375
-117.13,32.93,16,2918,444,1697,444,5.3062
-117.14,32.93,14,1946,463,1205,390,4.2109
-117.14,32.93,12,1474,364,1009,372,4.0521
-117.14,32.93,16,2412,419,1612,422,4.5086
-117.12,32.93,7,1427,243,927,239,5.3625
-117.15,32.93,16,2718,438,1515,431,5.1433
-117.14,32.92,15,1558,314,949,332,5.2864
-117.15,32.92,16,1972,402,1377,413,4.4615
-117.15,32.92,16,2366,392,1482,407,4.9024
-117.15,32.92,16,2969,514,1594,465,4.5221
-117.18,32.92,4,15025,2616,7560,2392,5.196
-117.25,32.96,18,4773,743,1970,716,6.6199
-117.26,32.95,15,1036,149,395,157,5.8343
-117.26,32.95,15,1882,233,704,219,6.9794
-117.25,32.94,16,4755,807,1829,756,6.7694
-117.25,32.94,15,1804,339,673,296,5.9806
-117.24,32.95,18,1591,268,547,243,5.9547
-117.24,32.94,12,2165,437,792,386,5.2648
-117.13,32.98,5,2276,311,1158,317,6.4321
-117.13,32.97,10,3486,469,1700,483,6.4696
-117.18,32.95,4,19001,2688,8980,2441,6.3237
-117.14,32.96,12,5949,799,2936,781,6.3721
-117.13,32.96,15,2267,292,1180,289,6.712
-117.24,32.98,4,6423,1042,2607,983,7.6348
-117.21,32.96,3,6251,988,2330,893,8.4355
-117.22,32.95,4,18123,3173,7301,2964,6.357
-117.22,32.83,34,2936,597,1512,571,3.7841
-117.22,32.83,31,3958,727,1924,728,5.4605
-117.22,32.83,17,1124,187,553,205,5.7451
-117.22,32.83,31,2558,512,1164,492,3.4318
-117.22,32.82,35,756,135,423,136,3.5234
-117.2,32.84,34,3353,544,1583,571,4.55
-117.2,32.84,32,2033,394,989,389,3.2583
-117.21,32.84,34,2158,366,1046,335,4.5402
-117.2,32.83,36,1089,240,623,226,2.5909
-117.21,32.83,36,1475,328,806,327,3.5078
-117.21,32.83,28,3241,533,1334,513,4.1806
-117.21,32.83,35,2259,501,1340,511,3.4482
-117.21,32.81,33,4773,873,1954,845,4.3862
-117.21,32.82,31,2035,383,866,360,3.8529
-117.21,32.81,27,1318,216,495,191,5.2837
-117.22,32.82,22,3738,795,1476,728,3.7963
-117.22,32.81,24,730,196,335,203,3.5078
-117.2,32.83,35,1377,350,792,313,2.8472
-117.2,32.82,35,1217,220,643,237,3.9464
-117.2,32.82,35,2772,537,1392,521,3.337
-117.19,32.82,34,3850,608,1619,602,5.0465
-117.19,32.82,35,1074,180,442,173,5.253
-117.19,32.82,35,2197,353,945,357,4.9219
-117.18,32.84,31,3064,575,1476,549,3.6667
-117.18,32.84,30,2290,523,1272,472,3.5606
-117.18,32.84,32,1351,237,823,269,4.2768
-117.19,32.84,30,2492,406,1250,431,5.5277
-117.19,32.84,35,2263,427,1001,408,3.875
-117.18,32.83,23,2105,525,1218,484,3.375
-117.19,32.83,30,2288,448,1240,469,4.0114
-117.19,32.83,30,3225,555,1601,532,4.3317
-117.17,32.83,24,3541,530,1591,530,5.3538
-117.17,32.82,24,1623,417,911,397,2.7401
-117.17,32.82,21,2869,596,1471,577,3.0375
-117.18,32.83,27,2346,399,1105,373,4.2708
-117.18,32.83,31,1772,353,1090,350,3.9265
-117.16,32.82,28,2291,371,1098,382,4.6875
-117.17,32.81,26,2424,388,974,375,4.739
-117.17,32.81,26,788,127,346,125,5.0603
-117.18,32.81,19,6823,1509,3784,1509,3.1032
-117.17,32.82,24,1569,377,715,321,3.1146
-117.16,32.81,14,4328,1100,2046,1044,2.2899
-117.16,32.81,35,1213,200,532,181,3.6806
-117.16,32.8,37,422,79,211,80,3.0625
-117.16,32.8,22,2259,634,1213,601,2.5
-117.16,32.81,34,2275,375,1021,379,3.6371
-117.17,32.81,33,3064,506,1355,488,4.22
-117.14,32.83,25,2161,462,896,468,2.2284
-117.18,32.82,25,1756,301,722,312,4.5625
-117.18,32.81,28,3436,537,1503,498,4.7679
-117.19,32.81,33,5226,833,2221,839,5.1491
-117.18,32.8,10,3821,631,1605,609,5.5454
-117.18,32.8,30,2456,390,1022,393,3.8542
-117.18,32.79,30,5201,1104,2961,1064,3.2661
-117.17,32.79,44,2262,647,3009,657,2.2663
-117.17,32.79,43,1269,297,946,285,2.1447
-117.16,32.8,25,1399,329,1308,355,2.5682
-117.17,32.8,20,2827,554,1822,536,3.4706
-117.15,32.8,27,1937,537,1211,482,2.75
-117.15,32.8,23,2395,476,2284,488,3.7292
-117.16,32.78,24,3566,765,1697,722,3.6375
-117.16,32.79,32,1731,413,1569,427,3.3375
-117.17,32.78,17,3845,1051,3102,944,2.3658
-117.16,32.78,34,2515,488,1594,515,3.7381
-117.17,32.78,42,1104,305,892,270,2.2768
-117.17,32.77,35,1399,274,695,281,3.767
-117.17,32.77,6,3856,875,1547,816,4.5481
-117.18,32.77,16,2374,780,913,705,2.7386
-117.18,32.76,8,3694,997,1297,807,3.6492
-117.18,32.76,17,711,254,327,227,2.6493
-117.18,32.78,21,4185,1018,3122,993,3.0481
-117.18,32.77,23,1215,225,592,224,3.4
-117.21,32.81,26,2496,407,1062,380,5.5413
-117.2,32.8,34,4854,912,2089,854,3.8542
-117.2,32.79,16,2079,394,746,383,5.0958
-117.2,32.8,33,2573,436,1084,443,4.2417
-117.21,32.8,34,1398,222,532,244,3.7102
-117.19,32.8,16,2593,794,1235,684,3.1304
-117.2,32.8,36,4018,1067,1620,842,2.3599
-117.19,32.79,36,1514,258,665,278,3.8571
-117.19,32.79,35,1788,378,777,374,3.3713
-117.2,32.79,31,3417,533,1245,532,4.7788
-117.2,32.79,34,757,212,409,222,3.2312
-117.19,32.78,34,4108,664,1659,644,4.4097
-117.2,32.78,38,2662,498,1132,496,4.0057
-117.19,32.77,30,2747,640,3185,657,3.765
-117.19,32.77,16,3273,670,1305,671,4.1368
-117.19,32.77,9,634,152,248,133,3.8571
-117.19,32.77,14,3575,992,1645,839,2.4397
-117.2,32.77,30,156,45,77,40,3.2679
-117.2,32.77,31,1952,471,936,462,2.8621
-117.15,32.81,34,1629,318,900,282,3.1458
-117.15,32.8,41,1413,261,1070,259,2.3578
-117.14,32.8,41,2423,469,1813,466,2.1157
-117.14,32.8,33,2670,435,1256,431,3.9417
-117.14,32.8,35,1267,212,710,204,2.5368
-117.14,32.79,35,3578,582,1568,553,4.7813
-117.15,32.78,25,1577,266,611,284,5.25
-117.14,32.79,31,984,161,422,158,5.282
-117.13,32.81,19,2157,554,1349,535,2.7652
-117.14,32.81,34,1748,294,800,294,4.4886
-117.13,32.8,15,1606,375,784,342,3.7237
-117.13,32.8,33,2731,456,1263,445,4.5568
-117.12,32.8,29,2863,534,1392,522,3.8719
-117.13,32.81,26,2119,444,1202,440,3.2308
-117.12,32.8,31,1727,342,879,345,3.8125
-117.13,32.8,35,2129,382,1044,350,3.9732
-117.13,32.79,35,1458,262,723,257,4.2098
-117.13,32.79,35,1362,243,698,255,3.6458
-117.12,32.78,4,2782,817,1309,787,4.2621
-117.15,32.77,16,2056,631,847,569,2.9576
-117.09,32.81,7,6100,1185,2710,1040,5.5673
-117.11,32.82,16,3980,682,3174,647,2.6607
-117.11,32.82,17,1787,330,1341,314,2.875
-117.11,32.81,15,3428,491,2303,486,2.5953
-117.11,32.8,17,3890,586,2791,595,3.2197
-117.09,32.8,15,666,152,247,164,2.15
-117.11,32.84,16,4608,629,2020,636,6.04
-117.11,32.82,16,4241,892,1771,864,4.375
-117.1,32.83,16,1049,154,467,160,6.2047
-117.1,32.83,16,4214,744,1820,699,4.3783
-117.09,32.83,15,4138,636,2001,677,4.8419
-117.08,32.82,16,1787,236,770,228,7.1298
-117.08,32.82,10,5177,856,2190,816,5.9734
-117.08,32.83,7,13703,2352,4446,1856,6.4335
-117.04,32.83,8,2205,348,777,341,6.0266
-117.07,32.91,5,2234,256,894,253,10.3354
-117.04,32.9,6,6525,826,3146,806,9.2858
-117.08,32.8,25,2963,552,1162,556,3.625
-117.09,32.79,20,2183,534,999,496,2.8631
-117.09,32.8,36,2163,367,915,360,4.7188
-117.08,32.8,32,1587,268,635,249,3.375
-117.11,32.79,16,2574,771,1129,721,3.3849
-117.11,32.79,16,1791,518,1006,491,3.5179
-117.11,32.78,16,2470,830,1170,724,3.5562
-117.11,32.78,16,2220,512,930,527,3.6528
-117.09,32.79,36,1529,266,683,260,4.0982
-117.09,32.79,36,1936,345,861,343,3.8333
-117.09,32.79,31,2019,417,872,386,3.1964
-117.09,32.78,28,1708,393,816,393,2.9881
-117.07,32.8,31,2550,395,1017,405,5.1488
-117.07,32.8,36,2028,349,820,352,3.9828
-117.07,32.79,36,3583,642,1711,602,3.9745
-117.07,32.8,23,2698,410,1094,411,5.1782
-117.07,32.81,15,2000,402,778,369,4.3594
-117.06,32.81,17,3939,550,1694,553,6.7927
-117.05,32.81,17,1885,292,771,301,5.6402
-117.05,32.8,17,1475,308,549,293,3.7167
-117.06,32.8,17,2247,340,973,318,5.5
-117.07,32.79,25,2489,314,911,309,7.8336
-117.07,32.78,26,3725,623,1516,627,4.7143
-117.08,32.78,21,2919,496,984,443,4.625
-117.04,32.79,23,2491,350,863,348,6.7196
-117.04,32.8,25,2504,345,1067,350,5.7416
-117.05,32.8,16,1561,378,574,350,3.0035
-117.05,32.8,25,1905,250,865,253,6.4797
-117.05,32.8,23,3309,401,1116,386,7.916
-117.06,32.79,17,2524,332,771,317,8.7604
-117.06,32.79,21,3787,492,1246,457,9.6023
-117.06,32.78,31,2485,436,942,448,4.8
-117.02,32.8,27,2369,370,927,374,4.1162
-117.03,32.79,26,3859,513,1469,538,5.8683
-117.03,32.8,19,3866,775,1554,703,4.3281
-117.04,32.8,11,1802,440,630,428,2.0337
-117.01,32.8,17,1042,210,650,215,3.1
-117.01,32.8,17,1558,479,803,431,2.6934
-117.01,32.8,20,2705,545,1198,497,3.7159
-117.01,32.79,33,4015,663,1864,664,4.3152
-117.02,32.8,29,1232,243,665,247,3.65
-117.02,32.8,31,2692,445,1129,450,4.4583
-117.01,32.81,26,4499,645,1866,626,5.516
-117.02,32.81,27,1950,317,950,320,4.0656
-117.02,32.81,26,1998,301,874,305,5.4544
-117.01,32.81,21,4203,618,1620,600,5.3441
-117.02,32.81,14,3173,599,1451,585,3.7292
-117.03,32.82,16,1765,289,743,280,4.9744
-117.04,32.81,12,2880,406,1381,418,6.5412
-117.05,32.82,16,4046,731,1684,701,4.2312
-117.05,32.59,26,1919,345,1326,341,4.2679
-117.06,32.59,13,3920,775,2814,760,4.0616
-117.05,32.58,22,2101,399,1551,371,4.1518
-117.06,32.58,17,2724,567,2213,554,3.8529
-117.06,32.58,13,3435,708,1761,699,3.4792
-117.06,32.58,11,2879,679,2098,673,3.5125
-117.06,32.57,16,1269,282,1609,298,2.6985
-117.04,32.58,14,2355,406,1883,401,5.0311
-117.04,32.58,20,2029,357,1497,353,4.0089
-117.05,32.58,23,1918,339,1392,340,4.087
-117.05,32.58,25,2185,370,1558,369,5.3072
-117.05,32.57,22,2857,516,2412,496,4.7337
-117.06,32.57,25,1268,282,991,299,3.0284
-117.06,32.57,17,2252,378,1776,365,4.6364
-117.05,32.57,13,2880,576,2450,567,3.1696
-117.05,32.56,18,1215,320,1195,349,1.9875
-117.05,32.56,17,985,233,811,223,2.875
-117.06,32.57,18,1384,311,1429,287,1.3362
-116.97,32.56,23,1262,294,5176,275,2.5625
-117.04,32.55,15,2206,648,2511,648,1.6348
-117.05,32.56,22,2172,563,2049,524,2.0159
-117.06,32.56,17,2803,683,2768,676,1.7958
-117.06,32.56,5,2706,925,3148,855,1.7301
-117.06,32.55,5,3223,940,3284,854,1.4384
-117.04,32.54,7,938,297,1187,282,1.2667
-117.1,32.59,21,2350,667,1621,613,2.0734
-117.1,32.58,23,1662,377,1318,386,2.3
-117.1,32.58,17,2046,559,1585,530,2.25
-117.1,32.58,33,393,76,330,80,4.1029
-117.1,32.58,29,1061,202,759,206,4.8646
-117.1,32.57,26,2343,371,1221,372,4.3601
-117.1,32.56,16,2687,501,1502,480,3.75
-117.07,32.57,17,2961,634,1911,615,2.5859
-117.08,32.57,18,2203,544,1943,497,2.25
-117.07,32.57,14,1527,357,1224,363,2.7361
-117.07,32.56,9,3648,895,3293,840,3.0992
-117.08,32.59,8,2888,662,2441,683,2.7048
-117.08,32.58,15,1462,274,1002,271,3.9698
-117.08,32.58,22,2128,477,1420,450,3.2687
-117.07,32.58,25,1607,280,899,260,3.8194
-117.09,32.58,12,2565,567,1785,545,3.0273
-117.08,32.57,9,6298,1512,4451,1456,2.569
-117.09,32.57,23,1817,323,1371,327,3.6736
-117.09,32.57,10,2198,368,1645,350,4.5547
-117.09,32.57,17,444,83,357,87,5.1478
-117.09,32.56,8,864,156,626,172,4.8984
-117.09,32.55,8,6533,1217,4797,1177,3.9583
